Rating,No. of Ppl,Divide,Value,Fees
90,61,0.001937923,0.118213299,100
93,21,0.000667154,0.01401023,300
100,14,0.000444769,0.006226769,500
96,1,3.17692E-05,3.17692E-05,100
91,1,3.17692E-05,3.17692E-05,650
88,1,3.17692E-05,3.17692E-05,500
81,13,0.000413,0.005369,300
75,5,0.000158846,0.000794231,800
100,27,0.000857769,0.023159767,100
98,13,0.000413,0.005369,500
93,6,0.000190615,0.001143692,100
86,19,0.000603615,0.011468691,500
100,4,0.000127077,0.000508308,250
93,60,0.001906154,0.114369222,500
97,11,0.000349462,0.003844077,100
92,9,0.000285923,0.002573307,450
75,4,0.000127077,0.000508308,350
97,82,0.002605077,0.213616291,350
48,7,0.000222385,0.001556692,800
83,8,0.000254154,0.002033231,200
96,18,0.000571846,0.01029323,300
90,42,0.001334308,0.056040919,800
100,7,0.000222385,0.001556692,200
90,19,0.000603615,0.011468691,200
60,3,9.53077E-05,0.000285923,150
92,2,6.35385E-05,0.000127077,350
85,12,0.000381231,0.004574769,500
99,23,0.000730692,0.016805922,100
98,39,0.001239,0.048320996,500
96,10,0.000317692,0.003176923,100
95,19,0.000603615,0.011468691,500
98,11,0.000349462,0.003844077,400
100,12,0.000381231,0.004574769,300
100,19,0.000603615,0.011468691,500
97,98,0.003113384,0.305111669,500
97,26,0.000826,0.021475998,400
91,3,9.53077E-05,0.000285923,500
94,4,0.000127077,0.000508308,500
73,3,9.53077E-05,0.000285923,400
89,12,0.000381231,0.004574769,400
81,5,0.000158846,0.000794231,200
98,67,0.002128538,0.142612066,400
99,27,0.000857769,0.023159767,100
97,26,0.000826,0.021475998,200
100,5,0.000158846,0.000794231,100
89,12,0.000381231,0.004574769,500
97,55,0.001747308,0.096101916,500
97,10,0.000317692,0.003176923,600
96,14,0.000444769,0.006226769,100
100,40,0.001270769,0.050830765,250
93,4,0.000127077,0.000508308,500
96,8,0.000254154,0.002033231,300
95,1,3.17692E-05,3.17692E-05,300
97,4,0.000127077,0.000508308,700
100,10,0.000317692,0.003176923,250
100,20,0.000635385,0.012707691,300
97,14,0.000444769,0.006226769,350
100,9,0.000285923,0.002573307,200
100,9,0.000285923,0.002573307,100
81,72,0.002287384,0.16469168,400
83,8,0.000254154,0.002033231,400
100,1,3.17692E-05,3.17692E-05,500
96,2,6.35385E-05,0.000127077,600
98,31,0.000984846,0.030530228,700
76,3,9.53077E-05,0.000285923,300
94,6,0.000190615,0.001143692,150
100,19,0.000603615,0.011468691,200
94,37,0.001175461,0.043492074,800
93,25,0.000794231,0.019855768,150
99,15,0.000476538,0.007148076,500
81,9,0.000285923,0.002573307,100
97,68,0.002160308,0.146900912,150
91,27,0.000857769,0.023159767,500
89,5,0.000158846,0.000794231,250
88,4,0.000127077,0.000508308,300
95,24,0.000762461,0.018299076,400
96,28,0.000889538,0.024907075,500
100,2,6.35385E-05,0.000127077,300
95,17,0.000540077,0.009181307,920
77,3,9.53077E-05,0.000285923,600
92,49,0.001556692,0.076277917,500
95,2,6.35385E-05,0.000127077,300
95,10,0.000317692,0.003176923,500
97,24,0.000762461,0.018299076,300
100,3,9.53077E-05,0.000285923,450
92,8,0.000254154,0.002033231,500
96,17,0.000540077,0.009181307,500
99,70,0.002223846,0.155669219,600
98,15,0.000476538,0.007148076,300
87,64,0.002033231,0.130126759,400
100,32,0.001016615,0.03253169,100
92,1,3.17692E-05,3.17692E-05,100
94,17,0.000540077,0.009181307,200
97,16,0.000508308,0.008132922,400
89,2,6.35385E-05,0.000127077,300
85,23,0.000730692,0.016805922,300
98,13,0.000413,0.005369,500
97,53,0.001683769,0.089239762,100
90,64,0.002033231,0.130126759,600
97,4,0.000127077,0.000508308,300
100,4,0.000127077,0.000508308,300
76,2,6.35385E-05,0.000127077,100
99,29,0.000921308,0.026717921,100
99,23,0.000730692,0.016805922,400
87,3,9.53077E-05,0.000285923,250
90,28,0.000889538,0.024907075,600
100,74,0.002350923,0.173968294,200
100,16,0.000508308,0.008132922,100
97,9,0.000285923,0.002573307,750
96,9,0.000285923,0.002573307,300
74,5,0.000158846,0.000794231,600
94,7,0.000222385,0.001556692,500
69,1,3.17692E-05,3.17692E-05,500
96,44,0.001397846,0.061505226,100
99,4,0.000127077,0.000508308,500
99,39,0.001239,0.048320996,200
98,17,0.000540077,0.009181307,250
99,28,0.000889538,0.024907075,700
99,26,0.000826,0.021475998,300
90,31,0.000984846,0.030530228,100
93,37,0.001175461,0.043492074,100
94,58,0.001842615,0.106871684,350
100,13,0.000413,0.005369,500
100,6,0.000190615,0.001143692,100
97,13,0.000413,0.005369,150
84,11,0.000349462,0.003844077,400
100,5,0.000158846,0.000794231,300
98,8,0.000254154,0.002033231,500
96,6,0.000190615,0.001143692,400
97,10,0.000317692,0.003176923,500
99,7,0.000222385,0.001556692,300
98,5,0.000158846,0.000794231,200
96,17,0.000540077,0.009181307,500
100,83,0.002636846,0.218858214,500
98,14,0.000444769,0.006226769,200
75,6,0.000190615,0.001143692,300
94,7,0.000222385,0.001556692,300
99,92,0.002922769,0.268894749,200
100,19,0.000603615,0.011468691,300
100,13,0.000413,0.005369,150
98,1,3.17692E-05,3.17692E-05,150
40,6,0.000190615,0.001143692,700
100,8,0.000254154,0.002033231,500
99,20,0.000635385,0.012707691,500
100,8,0.000254154,0.002033231,500
96,8,0.000254154,0.002033231,300
68,12,0.000381231,0.004574769,700
91,27,0.000857769,0.023159767,300
98,6,0.000190615,0.001143692,200
86,7,0.000222385,0.001556692,400
95,56,0.001779077,0.0996283,100
93,35,0.001111923,0.038917305,300
100,4,0.000127077,0.000508308,100
95,5,0.000158846,0.000794231,300
99,70,0.002223846,0.155669219,800
67,3,9.53077E-05,0.000285923,500
99,34,0.001080154,0.036725228,350
82,5,0.000158846,0.000794231,200
96,41,0.001302538,0.053404073,400
99,19,0.000603615,0.011468691,100
100,2,6.35385E-05,0.000127077,500
100,3,9.53077E-05,0.000285923,300
90,2,6.35385E-05,0.000127077,500
100,16,0.000508308,0.008132922,600
93,50,0.001588461,0.079423071,400
99,32,0.001016615,0.03253169,700
100,3,9.53077E-05,0.000285923,300
98,32,0.001016615,0.03253169,300
100,5,0.000158846,0.000794231,500
82,47,0.001493154,0.070178225,300
94,3,9.53077E-05,0.000285923,300
94,3,9.53077E-05,0.000285923,150
96,36,0.001143692,0.04117292,450
100,3,9.53077E-05,0.000285923,200
100,13,0.000413,0.005369,500
99,13,0.000413,0.005369,300
89,77,0.002446231,0.188359755,500
100,15,0.000476538,0.007148076,300
98,20,0.000635385,0.012707691,400
98,16,0.000508308,0.008132922,200
100,4,0.000127077,0.000508308,350
96,29,0.000921308,0.026717921,500
96,11,0.000349462,0.003844077,100
98,17,0.000540077,0.009181307,300
76,9,0.000285923,0.002573307,100
100,11,0.000349462,0.003844077,300
85,10,0.000317692,0.003176923,500
90,5,0.000158846,0.000794231,150
100,28,0.000889538,0.024907075,500
100,18,0.000571846,0.01029323,300
96,3,9.53077E-05,0.000285923,500
94,2,6.35385E-05,0.000127077,400
68,17,0.000540077,0.009181307,500
99,82,0.002605077,0.213616291,100
96,72,0.002287384,0.16469168,500
88,5,0.000158846,0.000794231,300
90,5,0.000158846,0.000794231,500
95,18,0.000571846,0.01029323,450
95,7,0.000222385,0.001556692,250
97,14,0.000444769,0.006226769,500
89,8,0.000254154,0.002033231,800
99,82,0.002605077,0.213616291,500
97,29,0.000921308,0.026717921,350
64,3,9.53077E-05,0.000285923,500
85,8,0.000254154,0.002033231,400
95,80,0.002541538,0.203323061,600
100,33,0.001048385,0.03459669,400
100,3,9.53077E-05,0.000285923,300
80,54,0.001715538,0.09263907,600
98,10,0.000317692,0.003176923,200
96,54,0.001715538,0.09263907,100
100,5,0.000158846,0.000794231,100
100,12,0.000381231,0.004574769,500
100,11,0.000349462,0.003844077,800
83,14,0.000444769,0.006226769,300
96,15,0.000476538,0.007148076,300
94,14,0.000444769,0.006226769,400
96,20,0.000635385,0.012707691,300
96,18,0.000571846,0.01029323,200
95,20,0.000635385,0.012707691,300
100,25,0.000794231,0.019855768,300
100,12,0.000381231,0.004574769,600
88,23,0.000730692,0.016805922,100
96,45,0.001429615,0.064332687,200
95,26,0.000826,0.021475998,300
98,94,0.002986307,0.280712901,500
95,4,0.000127077,0.000508308,300
99,5,0.000158846,0.000794231,100
86,10,0.000317692,0.003176923,500
91,13,0.000413,0.005369,700
100,11,0.000349462,0.003844077,400
100,8,0.000254154,0.002033231,300
89,5,0.000158846,0.000794231,125
100,1,3.17692E-05,3.17692E-05,500
95,10,0.000317692,0.003176923,300
100,5,0.000158846,0.000794231,200
89,11,0.000349462,0.003844077,500
87,3,9.53077E-05,0.000285923,200
96,8,0.000254154,0.002033231,500
93,66,0.002096769,0.138386759,750
100,14,0.000444769,0.006226769,300
98,22,0.000698923,0.015376307,400
94,14,0.000444769,0.006226769,400
100,17,0.000540077,0.009181307,250
96,98,0.003113384,0.305111669,200
97,29,0.000921308,0.026717921,100
100,13,0.000413,0.005369,200
99,11,0.000349462,0.003844077,300
91,28,0.000889538,0.024907075,500
79,3,9.53077E-05,0.000285923,600
96,30,0.000953077,0.028592305,150
78,8,0.000254154,0.002033231,500
70,1,3.17692E-05,3.17692E-05,200
84,3,9.53077E-05,0.000285923,400
92,12,0.000381231,0.004574769,150
99,17,0.000540077,0.009181307,200
100,17,0.000540077,0.009181307,500
96,13,0.000413,0.005369,200
89,63,0.002001461,0.126092067,100
95,19,0.000603615,0.011468691,400
100,13,0.000413,0.005369,200
95,12,0.000381231,0.004574769,400
89,8,0.000254154,0.002033231,500
96,7,0.000222385,0.001556692,400
90,7,0.000222385,0.001556692,500
98,5,0.000158846,0.000794231,150
91,5,0.000158846,0.000794231,600
89,33,0.001048385,0.03459669,500
88,4,0.000127077,0.000508308,300
100,2,6.35385E-05,0.000127077,200
67,18,0.000571846,0.01029323,400
90,1,3.17692E-05,3.17692E-05,100
100,5,0.000158846,0.000794231,500
100,14,0.000444769,0.006226769,100
92,16,0.000508308,0.008132922,400
85,43,0.001366077,0.058741303,300
100,13,0.000413,0.005369,600
100,16,0.000508308,0.008132922,200
98,63,0.002001461,0.126092067,500
83,4,0.000127077,0.000508308,700
96,4,0.000127077,0.000508308,100
76,8,0.000254154,0.002033231,100
97,24,0.000762461,0.018299076,400
97,12,0.000381231,0.004574769,500
88,18,0.000571846,0.01029323,600
100,25,0.000794231,0.019855768,100
99,35,0.001111923,0.038917305,700
97,3,9.53077E-05,0.000285923,250
96,2,6.35385E-05,0.000127077,100
76,7,0.000222385,0.001556692,200
95,16,0.000508308,0.008132922,400
97,40,0.001270769,0.050830765,300
85,12,0.000381231,0.004574769,350
69,2,6.35385E-05,0.000127077,800
96,16,0.000508308,0.008132922,300
90,3,9.53077E-05,0.000285923,100
99,5,0.000158846,0.000794231,500
99,29,0.000921308,0.026717921,200
93,24,0.000762461,0.018299076,300
98,83,0.002636846,0.218858214,100
97,37,0.001175461,0.043492074,250
95,31,0.000984846,0.030530228,400
96,1,3.17692E-05,3.17692E-05,100
92,4,0.000127077,0.000508308,300
100,2,6.35385E-05,0.000127077,200
98,58,0.001842615,0.106871684,400
97,62,0.001969692,0.122120914,300
95,15,0.000476538,0.007148076,450
91,3,9.53077E-05,0.000285923,250
95,3,9.53077E-05,0.000285923,550
100,2,6.35385E-05,0.000127077,100
100,24,0.000762461,0.018299076,600
89,4,0.000127077,0.000508308,500
98,28,0.000889538,0.024907075,500
90,6,0.000190615,0.001143692,150
96,54,0.001715538,0.09263907,300
91,8,0.000254154,0.002033231,400
99,18,0.000571846,0.01029323,500
100,29,0.000921308,0.026717921,500
100,9,0.000285923,0.002573307,300
98,70,0.002223846,0.155669219,250
96,11,0.000349462,0.003844077,300
96,23,0.000730692,0.016805922,400
90,9,0.000285923,0.002573307,300
91,59,0.001874384,0.110588684,600
97,40,0.001270769,0.050830765,500
87,33,0.001048385,0.03459669,100
95,12,0.000381231,0.004574769,400
93,7,0.000222385,0.001556692,350
97,13,0.000413,0.005369,400
100,19,0.000603615,0.011468691,300
85,10,0.000317692,0.003176923,100
98,29,0.000921308,0.026717921,500
95,73,0.002319154,0.169298218,100
97,14,0.000444769,0.006226769,200
100,4,0.000127077,0.000508308,300
100,3,9.53077E-05,0.000285923,200
93,36,0.001143692,0.04117292,100
83,10,0.000317692,0.003176923,100
100,23,0.000730692,0.016805922,600
100,1,3.17692E-05,3.17692E-05,150
92,8,0.000254154,0.002033231,300
100,17,0.000540077,0.009181307,300
100,10,0.000317692,0.003176923,200
91,38,0.001207231,0.045874766,100
96,71,0.002255615,0.16014868,100
96,7,0.000222385,0.001556692,100
99,84,0.002668615,0.224163675,200
98,16,0.000508308,0.008132922,200
100,45,0.001429615,0.064332687,300
94,38,0.001207231,0.045874766,500
100,25,0.000794231,0.019855768,200
93,6,0.000190615,0.001143692,250
70,1,3.17692E-05,3.17692E-05,600
96,60,0.001906154,0.114369222,500
94,86,0.002732154,0.234965213,250
97,99,0.003145154,0.311370207,400
100,2,6.35385E-05,0.000127077,100
94,11,0.000349462,0.003844077,500
96,33,0.001048385,0.03459669,400
99,34,0.001080154,0.036725228,100
98,8,0.000254154,0.002033231,300
95,19,0.000603615,0.011468691,400
83,11,0.000349462,0.003844077,100
99,39,0.001239,0.048320996,800
92,9,0.000285923,0.002573307,400
93,37,0.001175461,0.043492074,100
90,81,0.002573307,0.208437907,400
100,9,0.000285923,0.002573307,700
95,28,0.000889538,0.024907075,750
93,1,3.17692E-05,3.17692E-05,150
93,12,0.000381231,0.004574769,650
90,12,0.000381231,0.004574769,650
97,14,0.000444769,0.006226769,200
98,33,0.001048385,0.03459669,400
97,16,0.000508308,0.008132922,100
93,15,0.000476538,0.007148076,300
87,29,0.000921308,0.026717921,400
97,39,0.001239,0.048320996,500
100,6,0.000190615,0.001143692,500
93,14,0.000444769,0.006226769,400
95,15,0.000476538,0.007148076,250
85,7,0.000222385,0.001556692,600
82,4,0.000127077,0.000508308,250
100,1,3.17692E-05,3.17692E-05,100
96,3,9.53077E-05,0.000285923,200
96,6,0.000190615,0.001143692,300
100,25,0.000794231,0.019855768,450
94,9,0.000285923,0.002573307,300
100,8,0.000254154,0.002033231,100
100,12,0.000381231,0.004574769,200
92,20,0.000635385,0.012707691,500
74,14,0.000444769,0.006226769,700
75,15,0.000476538,0.007148076,100
76,7,0.000222385,0.001556692,500
100,21,0.000667154,0.01401023,500
98,10,0.000317692,0.003176923,300
99,50,0.001588461,0.079423071,500
97,17,0.000540077,0.009181307,500
96,44,0.001397846,0.061505226,500
94,6,0.000190615,0.001143692,500
91,1,3.17692E-05,3.17692E-05,400
82,5,0.000158846,0.000794231,500
98,5,0.000158846,0.000794231,500
94,27,0.000857769,0.023159767,400
90,1,3.17692E-05,3.17692E-05,500
99,69,0.002192077,0.151253296,500
98,4,0.000127077,0.000508308,200
90,1,3.17692E-05,3.17692E-05,100
84,21,0.000667154,0.01401023,500
86,2,6.35385E-05,0.000127077,300
83,2,6.35385E-05,0.000127077,400
91,5,0.000158846,0.000794231,250
100,9,0.000285923,0.002573307,200
96,24,0.000762461,0.018299076,100
99,16,0.000508308,0.008132922,200
100,8,0.000254154,0.002033231,200
92,3,9.53077E-05,0.000285923,700
97,1,3.17692E-05,3.17692E-05,150
100,15,0.000476538,0.007148076,400
100,8,0.000254154,0.002033231,200
95,57,0.001810846,0.103218223,300
98,59,0.001874384,0.110588684,250
98,58,0.001842615,0.106871684,200
85,15,0.000476538,0.007148076,300
99,51,0.001620231,0.082631763,100
100,13,0.000413,0.005369,500
99,4,0.000127077,0.000508308,100
94,2,6.35385E-05,0.000127077,500
93,4,0.000127077,0.000508308,300
93,4,0.000127077,0.000508308,800
100,59,0.001874384,0.110588684,150
95,12,0.000381231,0.004574769,300
73,4,0.000127077,0.000508308,200
89,10,0.000317692,0.003176923,600
89,4,0.000127077,0.000508308,500
97,63,0.002001461,0.126092067,350
98,10,0.000317692,0.003176923,400
92,16,0.000508308,0.008132922,600
100,4,0.000127077,0.000508308,400
98,1,3.17692E-05,3.17692E-05,300
96,23,0.000730692,0.016805922,450
99,34,0.001080154,0.036725228,350
93,14,0.000444769,0.006226769,500
89,7,0.000222385,0.001556692,500
77,27,0.000857769,0.023159767,400
100,10,0.000317692,0.003176923,150
67,21,0.000667154,0.01401023,650
91,15,0.000476538,0.007148076,700
99,4,0.000127077,0.000508308,200
96,90,0.002859231,0.257330749,700
99,21,0.000667154,0.01401023,300
98,65,0.002065,0.13422499,100
94,4,0.000127077,0.000508308,150
100,9,0.000285923,0.002573307,500
95,90,0.002859231,0.257330749,500
93,39,0.001239,0.048320996,600
97,14,0.000444769,0.006226769,150
68,86,0.002732154,0.234965213,500
100,8,0.000254154,0.002033231,500
97,4,0.000127077,0.000508308,500
99,52,0.001652,0.085903993,250
100,25,0.000794231,0.019855768,500
99,72,0.002287384,0.16469168,350
81,21,0.000667154,0.01401023,400
100,16,0.000508308,0.008132922,400
95,37,0.001175461,0.043492074,500
92,2,6.35385E-05,0.000127077,500
89,26,0.000826,0.021475998,400
99,19,0.000603615,0.011468691,500
91,10,0.000317692,0.003176923,400
100,8,0.000254154,0.002033231,400
94,3,9.53077E-05,0.000285923,500
95,8,0.000254154,0.002033231,300
97,51,0.001620231,0.082631763,700
95,10,0.000317692,0.003176923,400
88,1,3.17692E-05,3.17692E-05,300
94,9,0.000285923,0.002573307,100
100,25,0.000794231,0.019855768,100
100,3,9.53077E-05,0.000285923,500
93,13,0.000413,0.005369,100
91,8,0.000254154,0.002033231,400
94,8,0.000254154,0.002033231,500
98,40,0.001270769,0.050830765,100
88,22,0.000698923,0.015376307,500
93,9,0.000285923,0.002573307,100
97,19,0.000603615,0.011468691,200
90,1,3.17692E-05,3.17692E-05,700
98,19,0.000603615,0.011468691,250
87,1,3.17692E-05,3.17692E-05,400
100,3,9.53077E-05,0.000285923,500
98,6,0.000190615,0.001143692,100
96,23,0.000730692,0.016805922,150
100,26,0.000826,0.021475998,200
90,1,3.17692E-05,3.17692E-05,100
100,2,6.35385E-05,0.000127077,400
98,4,0.000127077,0.000508308,100
93,11,0.000349462,0.003844077,300
47,9,0.000285923,0.002573307,650
95,3,9.53077E-05,0.000285923,100
100,12,0.000381231,0.004574769,300
86,5,0.000158846,0.000794231,100
95,7,0.000222385,0.001556692,300
100,35,0.001111923,0.038917305,700
99,7,0.000222385,0.001556692,400
97,12,0.000381231,0.004574769,500
83,5,0.000158846,0.000794231,700
99,31,0.000984846,0.030530228,500
100,18,0.000571846,0.01029323,250
97,14,0.000444769,0.006226769,600
99,65,0.002065,0.13422499,200
100,12,0.000381231,0.004574769,100
96,39,0.001239,0.048320996,250
100,36,0.001143692,0.04117292,300
98,21,0.000667154,0.01401023,50
100,44,0.001397846,0.061505226,500
33,20,0.000635385,0.012707691,650
94,23,0.000730692,0.016805922,100
100,4,0.000127077,0.000508308,500
95,9,0.000285923,0.002573307,400
97,53,0.001683769,0.089239762,500
100,35,0.001111923,0.038917305,350
97,46,0.001461385,0.067223687,100
99,25,0.000794231,0.019855768,700
93,4,0.000127077,0.000508308,750
98,26,0.000826,0.021475998,150
99,18,0.000571846,0.01029323,500
97,11,0.000349462,0.003844077,600
94,22,0.000698923,0.015376307,600
93,13,0.000413,0.005369,300
100,12,0.000381231,0.004574769,500
100,7,0.000222385,0.001556692,200
100,94,0.002986307,0.280712901,200
98,9,0.000285923,0.002573307,500
100,47,0.001493154,0.070178225,200
100,6,0.000190615,0.001143692,650
100,13,0.000413,0.005369,100
96,20,0.000635385,0.012707691,100
95,13,0.000413,0.005369,750
99,26,0.000826,0.021475998,500
89,7,0.000222385,0.001556692,220
96,14,0.000444769,0.006226769,300
94,2,6.35385E-05,0.000127077,200
60,16,0.000508308,0.008132922,200
98,35,0.001111923,0.038917305,500
67,1,3.17692E-05,3.17692E-05,800
97,10,0.000317692,0.003176923,500
89,40,0.001270769,0.050830765,400
96,32,0.001016615,0.03253169,400
100,8,0.000254154,0.002033231,300
78,9,0.000285923,0.002573307,700
100,11,0.000349462,0.003844077,800
100,20,0.000635385,0.012707691,100
99,10,0.000317692,0.003176923,100
98,39,0.001239,0.048320996,500
99,7,0.000222385,0.001556692,300
100,11,0.000349462,0.003844077,200
71,6,0.000190615,0.001143692,700
94,4,0.000127077,0.000508308,500
85,49,0.001556692,0.076277917,350
98,56,0.001779077,0.0996283,200
92,6,0.000190615,0.001143692,200
96,31,0.000984846,0.030530228,300
100,5,0.000158846,0.000794231,100
77,6,0.000190615,0.001143692,500
91,4,0.000127077,0.000508308,300
100,12,0.000381231,0.004574769,400
100,10,0.000317692,0.003176923,150
98,25,0.000794231,0.019855768,500
93,24,0.000762461,0.018299076,500
98,64,0.002033231,0.130126759,200
93,9,0.000285923,0.002573307,400
98,29,0.000921308,0.026717921,200
95,1,3.17692E-05,3.17692E-05,500
98,16,0.000508308,0.008132922,500
93,7,0.000222385,0.001556692,800
77,6,0.000190615,0.001143692,800
98,5,0.000158846,0.000794231,300
80,11,0.000349462,0.003844077,400
90,6,0.000190615,0.001143692,400
93,12,0.000381231,0.004574769,200
97,30,0.000953077,0.028592305,300
95,27,0.000857769,0.023159767,300
99,35,0.001111923,0.038917305,700
96,54,0.001715538,0.09263907,300
100,9,0.000285923,0.002573307,150
91,74,0.002350923,0.173968294,400
82,2,6.35385E-05,0.000127077,400
95,14,0.000444769,0.006226769,200
91,48,0.001524923,0.073196302,500
100,25,0.000794231,0.019855768,300
97,29,0.000921308,0.026717921,400
89,48,0.001524923,0.073196302,300
58,4,0.000127077,0.000508308,550
81,12,0.000381231,0.004574769,350
96,27,0.000857769,0.023159767,500
96,15,0.000476538,0.007148076,550
86,5,0.000158846,0.000794231,300
98,14,0.000444769,0.006226769,500
85,25,0.000794231,0.019855768,300
91,10,0.000317692,0.003176923,400
95,30,0.000953077,0.028592305,500
100,15,0.000476538,0.007148076,300
99,39,0.001239,0.048320996,100
92,17,0.000540077,0.009181307,500
56,5,0.000158846,0.000794231,500
100,4,0.000127077,0.000508308,200
100,11,0.000349462,0.003844077,200
100,4,0.000127077,0.000508308,350
96,2,6.35385E-05,0.000127077,100
100,8,0.000254154,0.002033231,300
90,4,0.000127077,0.000508308,300
77,11,0.000349462,0.003844077,500
100,17,0.000540077,0.009181307,400
98,5,0.000158846,0.000794231,450
89,78,0.002478,0.193283985,700
98,36,0.001143692,0.04117292,500
93,37,0.001175461,0.043492074,400
81,3,9.53077E-05,0.000285923,600
78,3,9.53077E-05,0.000285923,350
93,11,0.000349462,0.003844077,300
75,29,0.000921308,0.026717921,100
93,5,0.000158846,0.000794231,100
92,28,0.000889538,0.024907075,400
93,27,0.000857769,0.023159767,500
80,1,3.17692E-05,3.17692E-05,600
88,1,3.17692E-05,3.17692E-05,250
97,44,0.001397846,0.061505226,350
100,11,0.000349462,0.003844077,200
95,39,0.001239,0.048320996,100
95,80,0.002541538,0.203323061,300
95,24,0.000762461,0.018299076,300
100,10,0.000317692,0.003176923,700
100,3,9.53077E-05,0.000285923,200
100,10,0.000317692,0.003176923,500
97,23,0.000730692,0.016805922,500
98,44,0.001397846,0.061505226,500
95,47,0.001493154,0.070178225,300
88,5,0.000158846,0.000794231,400
92,7,0.000222385,0.001556692,100
67,5,0.000158846,0.000794231,400
82,5,0.000158846,0.000794231,500
100,42,0.001334308,0.056040919,200
94,7,0.000222385,0.001556692,400
96,4,0.000127077,0.000508308,200
99,14,0.000444769,0.006226769,250
95,1,3.17692E-05,3.17692E-05,350
100,6,0.000190615,0.001143692,200
96,16,0.000508308,0.008132922,100
78,16,0.000508308,0.008132922,100
96,10,0.000317692,0.003176923,250
96,14,0.000444769,0.006226769,500
100,21,0.000667154,0.01401023,400
97,12,0.000381231,0.004574769,100
97,4,0.000127077,0.000508308,100
64,5,0.000158846,0.000794231,500
100,19,0.000603615,0.011468691,600
100,12,0.000381231,0.004574769,150
100,1,3.17692E-05,3.17692E-05,100
100,10,0.000317692,0.003176923,300
98,4,0.000127077,0.000508308,150
99,19,0.000603615,0.011468691,400
98,10,0.000317692,0.003176923,400
97,11,0.000349462,0.003844077,150
98,15,0.000476538,0.007148076,200
83,4,0.000127077,0.000508308,100
98,25,0.000794231,0.019855768,300
91,76,0.002414461,0.183499063,400
94,6,0.000190615,0.001143692,200
96,16,0.000508308,0.008132922,300
98,21,0.000667154,0.01401023,200
99,56,0.001779077,0.0996283,200
100,5,0.000158846,0.000794231,300
100,8,0.000254154,0.002033231,100
97,18,0.000571846,0.01029323,500
95,10,0.000317692,0.003176923,500
83,28,0.000889538,0.024907075,100
83,4,0.000127077,0.000508308,400
89,7,0.000222385,0.001556692,200
100,14,0.000444769,0.006226769,150
97,8,0.000254154,0.002033231,300
92,8,0.000254154,0.002033231,600
94,1,3.17692E-05,3.17692E-05,250
90,8,0.000254154,0.002033231,300
82,2,6.35385E-05,0.000127077,500
99,21,0.000667154,0.01401023,600
98,3,9.53077E-05,0.000285923,300
99,36,0.001143692,0.04117292,400
95,13,0.000413,0.005369,300
97,2,6.35385E-05,0.000127077,500
99,31,0.000984846,0.030530228,500
94,4,0.000127077,0.000508308,500
92,20,0.000635385,0.012707691,400
96,68,0.002160308,0.146900912,100
96,24,0.000762461,0.018299076,300
100,9,0.000285923,0.002573307,150
99,23,0.000730692,0.016805922,500
98,77,0.002446231,0.188359755,400
77,9,0.000285923,0.002573307,100
100,1,3.17692E-05,3.17692E-05,600
99,52,0.001652,0.085903993,200
95,5,0.000158846,0.000794231,500
100,10,0.000317692,0.003176923,500
70,3,9.53077E-05,0.000285923,100
94,59,0.001874384,0.110588684,300
89,14,0.000444769,0.006226769,100
99,37,0.001175461,0.043492074,100
89,7,0.000222385,0.001556692,500
97,75,0.002382692,0.178701909,250
97,7,0.000222385,0.001556692,800
99,65,0.002065,0.13422499,200
100,35,0.001111923,0.038917305,500
97,1,3.17692E-05,3.17692E-05,250
87,2,6.35385E-05,0.000127077,250
100,43,0.001366077,0.058741303,600
100,2,6.35385E-05,0.000127077,400
53,15,0.000476538,0.007148076,100
98,48,0.001524923,0.073196302,100
100,22,0.000698923,0.015376307,300
95,65,0.002065,0.13422499,400
94,9,0.000285923,0.002573307,400
83,8,0.000254154,0.002033231,200
97,9,0.000285923,0.002573307,500
94,6,0.000190615,0.001143692,100
82,35,0.001111923,0.038917305,400
88,23,0.000730692,0.016805922,300
79,27,0.000857769,0.023159767,400
99,29,0.000921308,0.026717921,300
96,92,0.002922769,0.268894749,500
100,20,0.000635385,0.012707691,100
80,4,0.000127077,0.000508308,800
90,48,0.001524923,0.073196302,450
92,16,0.000508308,0.008132922,100
98,45,0.001429615,0.064332687,300
97,11,0.000349462,0.003844077,600
